Sign_Up_Date,User_ID,Transactions,Expenses,Sales,Cash Flow,Payroll,Time,Reports,Taxes,Mileage,Accounting,My_Accountant,Apps,Live_Bookkeeping,Transactions_Usage,Expenses_Usage,Sales_Usage,CashFlow_Usage,Payroll_Usage,Time_Usage,Reports_Usage,Taxes_Usage,Mileage_Usage,Accounting_Usage,My_Accountant_Usage,Apps_Usage,Live_Bookkeeping_Usage,Plan_Type_Usage,Session_Length,Susbcribed,days,Payroll_Employees 
9/16/19,3154,0,0,0,0,0,0,0,0,0,1,0,0,1,1704,27,1328,1358,3072,313,468,3151,506,1937,1844,1234,594,2,3569,0,-76,0
3/19/20,1074,0,1,1,1,0,1,0,1,0,1,0,1,1,1524,1725,932,1674,3144,289,751,2153,1418,2335,1687,581,1037,1,6882,0,109,7
12/28/19,18,1,0,1,1,1,0,1,1,1,1,0,1,1,1850,976,65,1257,1243,1282,1150,2981,1112,1666,1656,1683,1298,1,8420,1,27,9
2/15/20,795,0,0,1,0,1,0,0,0,0,1,0,1,1,1585,1143,629,544,2989,1195,109,3395,968,2299,1786,1269,1506,1,8128,1,76,6
12/17/19,3950,1,0,0,0,1,1,0,0,1,1,0,0,0,1165,1910,474,1211,553,130,464,1600,1125,1532,1928,1751,586,3,2296,0,16,0
1/25/20,9579,0,0,0,0,1,0,0,0,0,1,1,0,1,1614,1989,324,607,1014,927,1608,3262,1320,377,884,596,323,1,159,0,55,0
3/17/20,7813,0,0,0,0,1,1,0,1,0,1,0,1,1,1036,510,1926,899,765,99,851,3275,653,1262,1402,1594,108,3,1321,0,107,10
1/1/20,9097,1,0,0,1,1,0,0,0,1,1,1,1,0,943,756,1418,1853,1817,1531,1370,2661,1042,1801,648,1025,1213,3,749,1,31,0
7/15/19,2941,1,0,1,1,0,1,1,0,1,0,1,0,1,724,1737,825,1686,2635,744,624,3486,38,375,983,1434,43,1,6333,0,-139,2
12/28/19,5724,0,0,1,0,0,1,0,1,1,1,0,1,1,570,1261,405,25,1366,245,413,2388,129,1455,289,1042,1441,3,1509,0,27,12
1/10/20,819,0,0,0,1,1,1,1,1,0,1,1,1,1,620,1422,1421,21,1329,1166,1443,1960,293,1834,747,1430,1451,2,865,1,40,0
6/2/19,4665,0,1,1,1,1,0,1,0,1,1,0,0,1,1784,936,1901,808,1663,699,1804,1418,1701,2160,828,486,533,2,1580,1,-182,0
12/18/19,244,1,1,0,1,0,1,0,0,1,1,0,0,1,976,1702,1487,1410,2133,1731,527,2195,1075,803,1951,1217,1795,2,3303,0,17,4
12/28/19,7619,0,1,1,0,1,1,0,1,1,1,1,1,1,1694,893,831,561,2078,84,1791,1387,187,2757,980,1676,310,1,5273,1,27,1
1/15/20,9175,1,0,1,0,1,0,1,0,1,1,0,0,1,234,1139,1529,345,1681,1836,1482,1258,526,1197,984,199,2000,3,3674,1,45,0
8/29/19,1962,0,1,0,0,0,0,0,1,1,0,0,1,1,1046,1005,1799,1448,2722,1701,1294,1243,184,1687,1525,72,160,1,6987,1,-94,2
4/12/20,4107,1,0,1,1,0,0,0,0,0,0,1,0,0,396,873,751,189,589,1741,262,1026,51,377,1201,1777,40,2,8549,0,133,8
6/9/19,6700,0,0,1,0,0,1,0,1,0,1,0,0,1,722,1507,60,1119,585,972,1890,1889,1196,540,1034,1495,1481,1,4885,0,-175,0
4/1/20,4602,0,1,1,1,1,0,0,0,1,0,1,1,0,359,306,548,1177,2288,1679,159,1111,1444,617,1214,1107,1304,2,4191,0,122,0
7/9/19,6756,1,1,0,1,1,0,1,1,1,0,1,0,1,953,1757,297,1352,692,711,887,691,1759,2104,375,1900,72,1,1138,1,-145,0
9/22/19,7037,1,0,1,1,1,0,0,0,1,1,0,0,0,202,1307,1311,1764,2257,1265,1474,2103,1156,1766,188,51,459,2,3222,1,-70,10
1/8/20,9084,0,0,1,1,0,0,1,0,0,1,0,0,0,1150,706,1368,1464,2519,379,814,2409,1104,1396,1034,668,1560,1,2158,0,38,0
4/29/20,4233,0,1,1,0,0,1,1,1,1,0,1,1,1,900,1324,585,1849,2732,828,624,3318,442,2108,52,472,262,3,2863,1,150,4
7/3/19,2109,0,1,1,1,0,1,0,1,0,0,1,1,1,1558,982,1330,1759,1051,1060,677,3587,1667,1485,1570,234,1745,3,4641,1,-151,0
8/14/19,9513,1,0,0,0,1,0,1,1,0,1,1,0,0,1819,1252,864,582,2080,1151,1261,639,696,481,468,209,1198,3,3893,0,-109,5
9/11/19,549,1,1,0,0,1,0,0,0,1,1,0,1,0,876,1883,1998,370,1952,566,690,1012,459,1779,1762,1699,1095,3,1296,1,-81,0
9/24/19,4932,1,0,1,0,0,0,1,1,0,1,0,0,1,1293,1224,434,1314,3046,1085,1416,2737,782,2731,1133,340,113,2,514,1,-68,0
7/30/19,1067,1,0,1,1,0,1,0,1,0,0,1,1,0,1557,1197,516,889,2799,838,1858,1448,146,1014,954,1068,852,2,1632,1,-124,14
7/18/19,4238,1,0,0,1,0,1,1,1,0,0,1,1,0,1357,1021,1244,1829,2044,1092,1135,2120,1402,1500,728,795,1596,3,658,1,-136,0
7/5/19,4476,1,0,0,1,1,1,1,0,0,0,0,1,0,979,1342,1948,1311,1805,958,1287,3258,1472,1738,1264,993,535,1,9300,1,-149,10
3/22/20,1830,0,0,0,0,0,1,0,1,1,1,1,1,0,1806,1104,1349,1869,1720,393,1736,1034,319,1037,1434,1072,1556,2,982,1,112,11
8/1/19,12,0,0,0,0,1,0,1,0,0,1,1,0,0,535,1055,1910,1003,3188,1992,1465,1351,877,1355,1634,133,1310,1,4426,1,-122,4
12/23/19,6912,0,1,1,1,1,0,1,1,1,1,1,0,1,1074,1370,1720,1932,1715,764,276,2901,707,1411,1710,1429,757,1,1446,1,22,0
11/20/19,6099,0,1,0,1,1,1,0,0,0,1,1,0,1,710,1114,1974,426,895,1774,1876,2671,1330,1927,284,1271,1267,3,2907,1,-11,0
8/12/19,2926,0,0,0,0,0,0,0,0,0,0,1,1,0,952,1619,1997,1509,2482,86,1030,1173,199,2170,1960,1158,661,1,11964,0,-111,14
10/30/19,4175,1,1,1,0,0,1,1,0,1,0,0,1,0,1728,1515,981,1546,3032,1732,771,2188,569,2170,1211,1803,773,2,2223,1,-32,0
2/12/20,8480,0,0,1,0,1,1,1,1,1,1,0,0,0,891,169,906,161,701,606,23,2148,813,1171,1283,830,1927,2,376,1,73,0
10/9/19,2940,0,0,0,1,1,0,0,0,0,1,1,0,0,1834,1798,863,337,2956,928,1433,3472,1205,1499,1470,1277,955,3,256,1,-53,0
6/9/19,8542,1,1,1,0,1,0,1,1,1,0,1,1,0,108,1515,995,982,2166,1281,226,3677,15,734,527,1995,1156,2,1476,1,-175,0
4/27/20,6294,1,1,1,1,1,0,0,0,1,1,1,0,1,1911,1612,1352,998,1765,1298,1007,3513,1035,982,817,1850,1909,2,2954,1,148,10
3/15/20,7263,0,0,1,0,0,0,1,0,1,0,1,0,1,1743,169,2000,676,1384,1400,1651,3375,620,2562,1561,990,1917,1,3207,1,105,4
11/24/19,4246,0,0,0,0,0,1,1,1,1,0,1,0,0,1812,1731,443,589,951,1668,758,2400,161,1454,1485,1628,1347,2,6400,1,-7,4
1/14/20,5640,0,0,1,0,1,1,0,1,1,0,1,1,1,1845,293,1331,1109,3130,972,580,685,663,2737,782,121,1720,3,4035,1,44,0
7/4/19,3331,1,0,0,1,0,1,0,1,0,1,1,1,1,1510,687,474,899,478,337,301,3084,1850,441,412,1868,1685,2,5361,1,-150,12
5/12/20,7753,1,0,0,0,1,0,1,0,0,1,0,0,1,1898,1903,1858,1817,927,1829,1118,3177,1230,1720,294,1851,212,1,9315,1,163,11
2/12/20,3612,0,0,0,0,1,1,0,0,0,1,0,1,1,1426,1582,1702,1571,2072,112,947,662,1868,1352,333,1227,1753,2,3180,1,73,3
4/17/20,8477,1,0,0,0,0,1,1,0,0,1,1,1,0,103,182,150,606,544,1716,392,899,963,1801,1008,1045,973,3,1725,0,138,12
6/25/19,34,0,1,1,0,1,0,0,1,1,1,1,0,1,1872,1356,679,1526,1922,387,1102,1315,591,1818,605,569,211,2,3269,1,-159,14
4/2/20,8255,1,1,0,1,1,1,0,1,1,0,1,1,0,916,265,254,1807,602,148,668,2398,1333,2547,1277,1954,497,1,162,0,123,0
11/12/19,3455,1,1,0,0,1,1,0,1,1,1,1,0,1,1982,1783,262,1451,1018,1311,1498,2159,339,2150,769,302,972,1,2769,1,-19,4
2/23/20,1036,1,0,0,0,0,1,1,0,0,0,1,0,1,1449,251,1565,1870,2369,1167,941,3365,30,681,1068,504,1792,3,9562,1,84,14
4/6/20,2082,0,0,1,1,0,0,0,1,1,1,0,0,1,1108,1997,1821,1371,2132,1463,306,3233,145,933,315,304,961,1,1361,0,127,0
8/20/19,7731,0,1,1,1,1,0,1,0,0,1,1,1,0,857,918,1096,831,2399,1710,113,1823,833,1737,1653,727,820,3,3207,0,-103,0
11/3/19,7072,1,1,0,0,0,0,0,1,1,0,1,0,0,486,1352,141,592,2282,235,1693,2127,1914,1616,796,1367,792,3,2380,1,-28,13
4/29/20,7023,1,0,1,1,1,0,0,0,1,0,0,0,1,395,1795,1936,284,1159,98,1289,2302,1226,1649,1968,586,210,2,8750,0,150,12
11/19/19,4089,1,0,1,1,0,0,0,0,1,1,1,0,0,1234,1279,800,1102,1388,49,1200,2676,1801,2285,1710,1577,1141,2,9952,1,-12,9
3/6/20,9201,1,0,0,1,0,0,0,1,1,0,0,1,1,311,1282,201,1887,1932,42,537,1337,1016,2501,914,140,1376,1,2754,0,96,11
8/10/19,2124,0,1,1,0,1,1,0,0,0,1,1,0,1,1100,1843,941,1190,1229,408,299,692,37,410,409,781,1666,2,11554,0,-113,8
5/31/20,2563,0,1,1,1,1,1,1,1,0,1,0,1,1,1746,818,685,1981,1905,1834,1925,666,385,2400,1439,1330,596,2,4029,0,182,4
8/26/19,3820,1,1,1,1,0,0,1,0,1,1,1,0,1,1483,1557,394,1835,1084,737,1571,738,1514,1544,1519,110,1655,2,360,1,-97,0
1/29/20,7124,0,0,1,1,1,1,1,0,1,1,0,1,1,1347,1393,112,1196,2373,1683,1648,704,788,2276,1976,68,1815,1,2285,1,59,0
4/13/20,2634,0,0,0,1,0,0,1,1,1,1,1,0,1,622,1391,149,572,1436,1130,645,2516,320,1491,655,34,1036,1,4309,0,134,0
8/1/19,8854,1,1,1,0,1,1,1,0,0,1,0,1,0,552,1946,16,1912,1416,587,1482,3408,401,1542,1108,646,306,1,1858,0,-122,6
6/12/19,8493,0,0,0,1,0,0,1,0,0,0,0,0,0,394,417,498,1802,595,2000,1165,2773,100,2635,1035,172,402,2,3500,1,-172,0
12/3/19,6818,1,1,0,0,0,1,1,0,0,0,1,0,0,814,1543,883,944,797,1567,1172,2565,1568,2245,1917,1579,1634,2,1979,1,2,0
8/7/19,2088,0,1,1,1,1,1,1,1,1,0,0,0,1,652,1129,403,1122,2264,1622,371,1826,890,966,430,1692,1457,3,7659,0,-116,10
9/6/19,3216,0,1,1,1,0,1,0,0,0,1,0,0,1,367,77,1128,43,1243,1689,922,2713,1249,2245,1731,609,37,3,2175,1,-86,0
5/1/20,4872,0,1,1,1,0,1,0,1,1,1,1,1,1,223,1996,1346,1197,749,466,696,2976,1693,2059,483,41,944,3,8619,0,152,5
6/28/19,3778,1,1,0,0,0,0,0,1,1,1,1,0,0,150,1350,1007,124,1830,136,930,1941,72,2315,615,1623,381,2,4955,1,-156,0
6/2/19,2394,0,0,0,1,1,0,0,0,1,1,0,1,1,72,1716,1625,1944,2643,312,710,1683,1311,607,1000,1024,1866,2,843,0,-182,12
2/7/20,5633,1,0,0,1,1,1,0,0,1,1,0,0,1,744,1308,231,1868,735,1222,1790,2656,23,791,72,284,168,2,902,0,68,9
3/28/20,3951,0,1,0,1,1,0,0,0,0,1,1,1,1,243,563,1216,244,3132,1721,295,1533,1027,2738,1371,584,1398,3,6973,0,118,8
10/7/19,3447,0,1,1,0,1,1,0,0,1,0,1,0,1,1879,1652,1399,1441,824,449,1729,660,880,2779,101,993,348,1,8755,0,-55,14
4/17/20,2686,1,1,0,1,1,1,1,1,1,1,0,1,1,507,1177,146,748,2150,357,1019,1045,1713,914,1974,232,701,1,4631,0,138,4
5/23/20,4161,1,0,0,0,1,1,1,0,1,1,1,0,1,315,1196,1626,1520,2876,1466,1676,1455,1413,1615,1234,1373,180,3,8795,0,174,6
10/2/19,5323,1,1,1,1,0,1,0,1,0,0,1,0,0,215,716,1129,703,477,1968,1719,1266,1939,1573,1032,1447,1823,2,2524,0,-60,0
10/1/19,2256,1,0,0,1,1,0,0,0,1,0,0,1,0,447,1448,1115,1598,1748,1519,867,3221,1338,2478,1130,1918,30,3,3589,0,-61,9
9/29/19,8152,0,0,1,1,1,1,1,0,1,0,0,1,0,1427,1473,1153,1017,1437,1881,82,864,1233,2067,524,172,424,1,4637,1,-63,1
5/3/20,4848,0,0,0,1,1,0,1,0,1,0,1,0,1,101,1718,1030,1675,2964,398,1289,1516,1619,645,1242,738,1566,3,6533,0,154,7
10/20/19,2930,0,1,0,1,0,1,0,1,0,0,1,1,1,872,1259,253,644,2903,803,1660,1526,1929,1665,1646,1992,1027,3,458,1,-42,0
6/28/19,7704,0,0,0,1,1,1,1,1,0,0,1,0,1,1100,1793,1098,1529,437,314,1831,2817,1427,1595,1369,1920,1441,1,6266,1,-156,10
8/20/19,3274,0,0,0,0,0,1,1,1,1,1,1,0,0,933,869,1302,512,2810,251,1256,2462,1170,1833,1225,1444,1426,1,3276,1,-103,0
9/7/19,6961,1,1,0,0,0,1,1,0,0,0,0,0,1,523,753,1481,1719,2473,434,523,1875,1387,2449,1306,1009,1338,1,2457,1,-85,0
3/2/20,9967,1,0,0,0,1,1,0,1,0,1,1,1,0,437,564,342,1485,1317,615,1305,1943,1362,972,1098,495,1283,1,2312,0,92,0
8/15/19,4409,1,1,1,0,1,0,1,1,1,1,0,0,1,1384,1986,1060,856,2801,1091,119,3015,1778,1487,30,1059,213,1,3648,1,-108,0
1/24/20,7814,1,0,0,1,1,1,0,0,0,1,1,0,0,1806,799,1699,1378,2380,1527,1953,2067,937,758,917,931,678,3,9832,0,54,12
8/13/19,7733,0,1,0,1,0,0,1,0,1,0,0,0,0,737,675,637,75,1834,1439,1497,1768,1285,2461,172,536,1652,2,1181,1,-110,0
5/23/20,9424,1,0,0,1,1,1,0,1,0,0,0,1,0,258,1386,1356,1646,1673,433,833,1302,1601,474,75,1317,1146,3,3334,0,174,0
7/20/19,4552,0,1,0,0,0,0,0,0,0,1,0,0,1,769,917,449,377,2664,442,670,1774,14,1269,39,1132,144,1,2716,0,-134,13
6/5/19,914,1,1,1,0,1,1,1,0,1,0,0,1,0,875,714,1228,1093,2717,386,987,3238,1707,1030,738,1305,1572,2,3285,1,-179,0
8/29/19,6571,1,0,0,1,1,0,1,1,1,1,1,1,0,497,602,953,300,2013,531,1079,774,76,476,814,1472,1630,2,6023,1,-94,2
11/17/19,8057,1,0,1,0,0,0,0,0,1,1,1,0,0,695,1767,1753,1285,1175,895,1960,2295,1716,1987,1947,1312,1902,2,4806,1,-14,8
2/6/20,5766,1,1,1,0,0,1,0,0,0,0,1,0,1,1218,110,239,1834,2340,1138,955,1659,840,1100,1569,1613,816,1,1314,0,67,13
8/21/19,2668,1,1,1,1,0,1,0,1,0,0,1,0,0,83,1584,1652,25,1520,1925,1521,2874,1702,593,71,1620,267,1,2504,1,-102,0
7/10/19,999,0,1,1,1,0,0,1,1,0,0,0,1,1,131,1611,872,544,2615,592,1090,3089,521,400,641,566,1366,2,4633,1,-144,0
6/15/19,7899,1,0,0,1,1,0,1,1,1,1,1,0,1,1071,1,1231,333,1977,585,432,1361,416,1286,1615,690,505,1,1757,1,-169,3
1/21/20,5263,0,1,1,0,0,0,1,0,1,0,1,0,0,556,1417,838,348,1743,430,181,1951,1418,817,835,1427,1983,3,2434,0,51,0
10/14/19,4633,0,0,0,0,1,0,1,0,1,1,0,0,0,801,586,1227,732,2698,900,1275,3652,1069,2341,397,1209,1897,1,577,1,-48,0
1/21/20,576,0,1,0,1,1,1,0,0,0,1,1,1,0,887,1415,1702,190,2660,1917,1339,3583,1477,2227,515,398,754,2,2097,0,51,0
5/26/20,9487,0,1,1,0,0,1,0,0,1,1,1,1,1,71,1559,1751,97,2397,1525,1581,1483,623,2532,1425,1400,439,3,1793,1,177,0
12/15/19,3869,1,1,1,0,1,1,0,0,1,0,0,1,1,860,952,1194,182,2108,37,88,941,168,800,934,1315,1475,1,10530,1,14,13
11/3/19,9449,1,0,1,0,1,0,1,1,1,0,1,1,1,1327,380,1599,737,2441,1183,1410,1558,304,584,1443,628,1809,2,11065,0,-28,9
9/29/19,3062,0,0,0,0,0,1,1,1,1,0,0,0,1,276,1444,1466,1246,458,1194,353,1052,751,2225,1655,1699,739,3,7064,0,-63,2
12/28/19,9770,0,1,1,1,1,0,1,1,1,0,1,1,0,784,563,359,1901,2527,1238,600,804,237,803,733,1843,1074,1,4134,1,27,12
7/17/19,5792,1,1,0,1,1,0,0,1,0,0,0,1,0,134,1210,1735,1020,2092,1231,1988,2263,82,1623,1720,1404,1239,2,2994,1,-137,0
12/13/19,2273,1,1,1,0,0,1,0,0,0,1,1,1,0,1289,1916,1708,319,2379,347,1615,1185,582,1257,1314,17,505,3,8954,0,12,7
5/20/20,7262,1,1,0,1,1,1,1,0,1,0,0,0,1,439,1993,24,439,2569,512,640,2767,166,2458,499,600,1224,2,3261,0,171,14
8/31/19,5781,1,0,1,0,0,1,1,1,0,1,0,0,1,1846,992,1920,1521,1014,1504,990,2030,12,472,1023,1264,28,2,3535,0,-92,0
7/2/19,3190,0,1,0,0,0,0,0,1,0,0,0,1,1,356,1973,1904,1586,2597,916,189,1541,294,728,650,1106,894,1,2961,0,-152,0
7/13/19,6975,1,0,0,0,1,1,1,1,1,1,0,1,0,345,1069,1571,1047,2163,11,939,1804,157,757,745,1543,578,3,1952,1,-141,0
4/2/20,4220,1,0,1,0,1,0,1,0,1,0,0,1,0,1423,747,60,1718,2079,662,339,3398,1813,1954,674,767,1573,1,1149,1,123,2
5/9/20,5342,1,0,1,1,0,1,1,1,0,0,1,1,1,1412,642,1834,1029,1689,444,394,3150,1958,1386,510,1697,1335,2,6434,1,160,14
4/26/20,1405,1,0,1,0,0,0,0,1,0,1,0,1,0,1879,135,666,1038,1070,1589,1060,1410,277,2496,1392,1969,1695,3,830,0,147,8
2/13/20,7907,0,0,0,0,1,0,0,1,0,0,0,0,0,507,312,1907,1837,1709,1213,380,2747,1687,2389,1589,180,558,1,3349,0,74,1
9/18/19,3704,0,0,1,0,0,1,1,0,1,1,0,1,0,1003,1443,450,1603,1971,907,680,1522,1839,552,592,688,357,2,7362,1,-74,14
7/6/19,576,0,1,0,1,1,0,0,0,0,0,1,1,0,334,1069,550,1062,1570,803,914,2593,1283,1119,453,1704,633,1,8637,0,-148,6
12/1/19,6067,0,0,1,0,0,1,0,0,0,0,0,0,0,224,416,394,1197,1175,501,100,1948,1695,1853,161,1347,249,1,322,0,0,0
3/10/20,4177,1,0,1,1,0,1,1,1,0,0,0,1,0,432,1775,621,1499,1488,1055,1231,1199,27,2153,1703,882,1169,3,2647,0,100,3
11/4/19,8044,0,1,0,1,1,1,1,0,0,1,1,1,1,581,400,1891,673,1248,1654,840,2362,350,786,38,512,1530,2,9828,0,-27,13
10/8/19,714,0,0,0,1,0,1,1,1,1,1,0,1,1,1942,248,1655,963,2084,281,1524,1333,1173,468,143,1042,1384,1,11502,0,-54,9
6/14/19,8302,0,1,0,0,0,1,1,1,0,0,0,1,0,908,96,29,469,2942,1718,1731,2383,1575,1638,672,724,693,2,2771,0,-170,3
9/22/19,3438,0,0,0,0,0,0,0,0,1,1,1,1,1,548,943,1615,336,3180,1345,816,714,207,675,733,1539,1786,2,3916,0,-70,6
7/3/19,9846,1,1,1,0,1,1,1,0,1,1,0,1,0,516,1527,1136,1189,477,1181,865,3488,416,2391,1424,1,220,3,5463,1,-151,10
5/24/20,5404,0,0,0,0,0,0,1,1,0,0,0,0,0,321,1630,1469,1532,1890,412,134,1610,415,1857,430,244,1646,1,5410,1,175,3
3/6/20,3820,1,0,1,0,1,0,1,0,0,1,1,1,0,152,1432,959,252,1948,602,1012,3539,1269,970,836,1761,231,3,1063,0,96,0
8/15/19,7357,1,1,1,0,0,0,1,1,0,1,1,1,0,665,1150,596,715,2518,248,1,754,423,1519,611,1904,712,3,2707,1,-108,0
12/15/19,5458,0,0,0,0,1,1,0,1,1,1,1,0,0,436,467,570,470,2744,1606,211,2073,713,2208,304,1495,1136,1,3525,0,14,0
7/26/19,1842,1,0,0,1,1,0,0,0,1,0,0,1,1,487,740,1573,1724,2884,1123,1079,1899,751,1595,1033,987,27,1,4150,1,-128,0
11/21/19,9589,0,0,0,0,1,0,0,1,0,0,1,0,1,1050,1723,255,143,2510,1932,1444,868,196,1190,231,621,1503,1,5408,0,-10,12
2/21/20,184,1,1,0,0,0,1,0,0,1,1,0,0,0,1773,1032,1384,442,1796,948,1639,2242,629,752,92,1835,818,2,633,1,82,0
10/6/19,5202,0,0,1,0,0,0,1,1,1,1,0,0,0,1460,201,1762,347,1237,708,1146,694,178,823,719,528,94,3,8402,0,-56,7
11/6/19,6198,0,0,1,1,1,1,1,0,1,0,1,0,1,1090,518,1644,1697,2394,452,229,1382,1717,2391,1442,678,1458,3,4057,1,-25,0
9/11/19,7182,0,0,0,1,0,0,1,0,1,1,1,0,0,725,321,1196,1834,2113,667,884,1346,700,714,328,1168,1164,1,941,0,-81,0
10/7/19,6649,0,0,0,1,0,1,0,1,0,0,0,1,1,406,1515,1359,657,2371,1172,946,3624,1491,1325,84,1244,1337,3,2247,0,-55,3
9/10/19,3526,1,0,1,1,0,1,0,1,0,1,1,1,0,977,1008,1807,367,1201,1482,9,3018,540,671,1556,342,1724,1,1759,1,-82,14
2/19/20,5264,0,1,0,1,1,1,1,1,1,1,1,1,0,1476,1425,1690,1213,877,11,466,2340,1913,2008,865,534,459,1,2809,1,80,0
10/29/19,4284,0,0,1,1,1,0,0,0,0,1,0,0,1,404,728,1505,1497,2060,1225,1556,1684,1418,1757,28,1453,378,3,1782,0,-33,0
11/1/19,3813,0,0,0,1,1,1,1,0,1,1,1,1,1,290,1488,517,1446,1905,175,45,786,1095,1260,1167,379,1117,3,736,0,-30,0
12/5/19,6415,1,1,1,1,0,0,1,1,0,1,1,0,1,1840,1749,658,808,569,99,865,2953,671,1798,471,989,579,2,11521,0,4,7
8/17/19,7453,0,0,1,0,1,0,0,1,1,1,1,0,0,1014,262,1280,309,583,157,561,3514,36,358,1526,83,1718,2,4556,1,-106,9
2/15/20,7018,0,0,1,0,0,0,1,1,0,1,0,0,1,616,74,331,1822,1775,1965,909,2793,1843,692,662,1742,52,2,4427,0,76,0
8/3/19,3667,1,0,1,0,1,0,0,1,0,0,0,0,0,1567,780,132,791,1990,142,1666,1541,13,2333,915,1200,1013,2,4537,1,-120,14
6/2/19,8449,1,0,0,0,0,0,0,0,0,0,0,0,1,1782,1965,1768,950,2658,915,1487,1373,1716,1601,749,134,547,1,7088,0,-182,6
10/25/19,9893,1,0,0,0,0,0,1,0,0,0,0,1,1,723,1883,333,1101,493,1054,356,2941,90,522,1341,1666,111,3,1652,1,-37,11
11/13/19,4105,1,0,0,1,0,1,1,1,1,1,0,0,0,381,858,1090,912,2208,1560,1941,1124,1180,1974,1032,1380,421,1,2143,0,-18,6
1/31/20,1259,1,1,1,0,1,0,1,1,0,1,0,0,1,979,1827,1355,722,2766,434,376,1787,855,1825,1939,83,1264,3,3524,0,61,0
3/13/20,3094,1,1,1,0,1,1,0,0,1,1,0,0,1,1658,1514,1747,1562,2012,1688,120,2661,134,2185,1148,433,329,1,11347,1,103,12
5/7/20,3343,1,0,0,1,1,0,1,0,0,1,1,1,0,160,1564,1574,1551,2432,1948,325,820,506,1423,228,524,1417,3,4347,0,158,8
1/12/20,4445,0,0,1,0,1,0,0,0,0,1,1,1,1,248,1867,1987,1510,1054,618,92,865,1172,548,1481,481,1633,2,2251,0,42,9
2/13/20,565,0,0,1,0,1,1,0,1,0,0,0,1,1,494,1312,754,1697,2704,1620,1461,3466,686,2489,521,1361,474,3,1354,0,74,0
7/13/19,9080,1,0,0,0,1,1,0,0,1,1,0,1,0,15,1587,1992,1669,750,1577,608,1226,1532,1137,356,609,1662,3,10127,1,-141,13
2/27/20,7560,0,0,1,1,0,1,0,1,1,0,0,1,1,710,1716,1608,903,799,694,1851,1168,427,1164,160,586,584,1,3355,1,88,0
8/1/19,7579,1,1,0,0,1,0,1,1,1,0,0,0,0,476,1740,656,1009,2729,1859,1211,2325,1300,2024,1206,1844,1112,2,2395,0,-122,0
4/17/20,5311,0,1,0,0,1,0,1,1,0,0,1,0,0,1760,204,78,117,710,226,1611,687,901,2551,1238,822,1804,1,3199,0,138,0
4/16/20,7488,1,1,0,1,0,0,1,1,1,0,1,1,1,869,1241,143,1198,1900,1371,1312,1159,1154,2387,1900,1325,378,3,4034,1,137,1
9/14/19,1684,1,1,0,0,0,1,0,0,0,0,0,1,0,1825,1940,585,33,1425,550,1200,3654,1651,792,1320,931,559,2,1974,1,-78,0
12/9/19,1472,0,1,0,1,0,0,1,0,1,0,1,0,1,1338,1717,1103,1265,423,1719,535,2120,1497,796,716,970,1891,3,7041,1,8,4
7/17/19,5804,0,1,1,1,0,0,1,1,0,1,1,1,1,1993,332,1635,1160,2238,1336,121,1990,1167,2647,1898,667,1095,2,1579,1,-137,14
9/25/19,9381,0,0,0,1,0,1,0,1,1,1,1,1,0,1284,1993,1813,397,1459,1168,790,735,97,2207,342,1753,369,1,3198,0,-67,0
10/21/19,8275,1,1,0,0,0,1,0,1,0,0,0,0,1,241,1294,1750,1610,760,424,1068,3175,669,2590,925,1564,1684,3,2617,1,-41,0
9/17/19,651,1,1,0,1,1,0,0,0,1,0,0,0,1,1948,534,164,974,841,1290,1087,3609,235,961,1181,646,1024,2,7616,1,-75,12
8/8/19,8433,0,1,1,0,0,0,1,1,1,1,0,1,1,1188,834,1766,648,2960,1519,1179,3387,679,1010,194,1801,972,1,7926,0,-115,13
9/12/19,9010,0,0,1,0,1,1,1,0,1,0,0,1,1,1908,324,1629,31,1241,320,489,772,266,1056,1332,1312,1349,2,8243,0,-80,6
7/29/19,2876,1,0,1,0,0,1,1,1,1,1,1,1,1,783,1376,819,398,414,97,1148,686,1858,561,813,671,675,1,3325,0,-125,0
8/13/19,1204,1,1,0,1,1,0,1,1,1,0,1,1,1,521,431,431,801,1784,33,1390,1283,1524,1958,351,1795,1455,1,4081,0,-110,0
10/22/19,5982,1,0,1,0,1,1,0,1,1,1,0,0,1,552,1336,1249,603,693,4,943,2741,1595,2509,674,1743,1073,1,10350,1,-40,7
11/28/19,6354,0,0,1,1,0,1,1,1,1,1,0,1,1,889,380,1949,50,771,396,1381,2498,1605,2288,1520,108,352,3,1958,1,-3,2
12/7/19,5329,1,1,0,0,1,1,0,1,0,1,1,1,0,1437,147,1147,545,939,1217,614,3480,658,1507,1391,1715,1686,1,2097,1,6,0
10/25/19,2286,1,0,1,1,1,1,0,0,1,0,1,1,1,477,1326,872,1833,2454,123,685,2365,1712,2009,1966,1134,192,1,3973,1,-37,3
12/13/19,9861,0,0,1,1,1,1,1,0,1,1,1,1,0,1464,558,1581,1640,2495,1219,89,1348,181,1433,1834,1692,1936,2,4334,1,12,0
11/29/19,2716,0,1,0,1,0,0,0,0,0,0,1,1,1,1841,1781,185,699,1002,1670,118,2301,130,572,690,838,1738,3,484,0,-2,0
12/21/19,713,1,0,0,1,1,1,1,1,1,1,0,1,0,850,971,77,6,1983,998,883,961,1019,1172,1104,1980,778,2,7699,0,20,9
