Sign_Up_Date,User_ID,Transactions,Expenses,Sales,Cash Flow,Payroll,Time,Reports,Taxes,Mileage,Accounting,My_Accountant,Apps,Live_Bookkeeping,Transactions_Usage,Expenses_Usage,Sales_Usage,CashFlow_Usage,Payroll_Usage,Time_Usage,Reports_Usage,Taxes_Usage,Mileage_Usage,Accounting_Usage,My_Accountant_Usage,Apps_Usage,Live_Bookkeeping_Usage,Plan_Type_Usage,Session_Length,Susbcribed,days
2/4/20,7782,1,1,0,1,1,0,1,0,1,1,0,0,1,18,444,15,1278,1416,744,259,1419,1344,757,1825,323,1564,1,6455,0,65
11/23/19,4166,0,1,0,1,1,1,0,0,1,1,1,1,1,896,261,725,1651,577,942,1184,1745,1260,856,52,1740,1330,2,5621,1,-8
1/21/20,388,1,1,0,1,0,1,0,0,1,0,0,0,0,1606,429,1729,1831,2244,1679,1624,2431,734,1918,916,152,38,1,1499,0,51
1/17/20,6575,0,0,1,1,1,0,1,1,0,0,0,0,1,181,239,790,983,1400,1333,1516,1420,1110,390,446,1111,404,1,2740,0,47
9/26/19,1317,1,0,0,1,0,0,0,1,0,1,1,1,0,248,650,45,1421,898,1676,167,3148,1986,619,250,400,762,3,6473,0,-66
10/20/19,5905,1,1,1,0,1,0,0,0,1,0,0,1,1,625,953,1585,1083,2273,498,497,2305,1284,1594,1714,1093,1878,3,1791,0,-42
6/1/19,3172,0,0,1,1,0,1,0,1,0,0,0,0,1,1742,507,1138,1678,1014,1585,1275,1952,192,1414,25,1020,1214,3,2689,0,-183
7/26/19,6967,1,0,0,0,1,1,1,1,0,0,0,0,0,1663,131,222,872,1957,813,1261,1591,611,2732,1078,1192,505,1,4412,1,-128
7/27/19,5568,1,1,1,0,1,1,0,0,0,0,0,0,1,1196,1903,1095,1604,503,634,644,675,165,2582,982,701,283,2,5737,1,-127
2/9/20,8509,1,1,0,1,0,0,0,0,1,1,0,0,1,271,1016,117,733,1467,853,1344,1897,685,2186,1045,1886,1637,1,4413,1,70
10/3/19,4608,0,1,1,0,0,0,1,1,0,1,1,1,0,657,1605,128,24,1764,1238,1788,3312,1006,1693,638,1097,1165,3,2285,1,-59
8/28/19,7551,0,0,1,0,0,0,1,1,0,0,1,0,1,517,504,1603,893,3028,1379,939,2996,1508,2732,1325,255,962,2,6067,0,-95
10/18/19,4900,0,1,1,1,0,1,1,1,0,0,1,0,0,709,1521,1891,1097,1556,524,277,1005,690,1663,763,1783,513,3,5010,0,-44
10/5/19,2418,0,1,1,1,1,1,0,1,0,0,1,1,1,1864,376,1191,497,647,205,1524,1809,1058,534,1258,705,1398,3,6919,0,-57
7/3/19,80,0,0,1,1,0,1,1,1,0,0,0,0,1,79,711,1732,1062,2200,1578,1363,3482,1586,1574,1271,1229,1078,1,5634,1,-151
9/20/19,3992,1,1,1,1,1,0,0,1,0,0,1,0,1,1348,1118,861,748,2788,856,1584,751,894,1054,1561,806,353,2,5809,0,-72
10/1/19,2081,0,0,0,0,0,0,0,0,0,1,1,0,0,1634,1239,1770,1791,1293,1595,1246,3527,815,2402,1400,328,1159,3,2997,1,-61
2/10/20,2437,1,1,0,1,0,0,0,1,0,1,0,1,0,1347,632,324,466,2748,327,1568,2884,1797,2520,1045,917,1340,3,4590,0,71
7/29/19,6524,0,0,1,0,1,1,0,1,1,1,1,1,1,1616,904,849,471,410,570,1974,2804,1195,835,9,1669,697,3,3509,1,-125
9/2/19,2553,0,0,1,1,0,0,1,0,1,1,1,1,1,931,1674,1449,248,2819,1423,1398,2009,458,1190,1444,464,1936,1,1689,0,-90
7/12/19,7160,0,0,1,0,0,0,1,0,1,1,1,0,1,1814,259,1308,249,745,1512,757,1901,81,600,1997,890,1877,2,7216,0,-142
4/4/20,6250,0,0,0,0,0,1,0,1,0,1,0,1,1,90,1211,116,1772,1982,315,1779,1678,1711,2687,1380,1254,1331,3,3254,1,125
2/18/20,1360,1,1,1,1,1,0,0,0,0,0,0,0,0,1189,1156,1449,669,418,1378,1177,2278,724,1607,1949,1909,980,1,3209,1,79
12/11/19,860,0,1,1,1,0,0,0,0,0,1,1,0,1,1085,1429,49,570,809,1981,1016,2313,247,850,1451,576,1458,2,3795,1,10
2/14/20,8944,1,1,1,1,0,0,1,1,0,1,1,1,0,679,1500,1871,1371,1123,486,541,1760,565,1127,1160,174,1753,2,6644,0,75
5/22/20,2245,1,0,0,0,1,1,0,1,1,0,0,0,0,1233,1473,1020,315,646,865,407,1653,677,2218,1979,676,65,3,4708,1,173
6/21/19,6444,1,1,0,0,1,0,0,1,0,1,0,0,0,624,415,1467,1545,3172,1881,1436,3635,487,2380,1074,1733,1596,3,1099,0,-163
11/1/19,4006,0,0,1,0,0,1,1,0,0,1,1,0,0,455,1782,1715,486,880,407,664,994,31,2679,931,1653,726,1,2215,1,-30
10/23/19,7066,1,0,0,1,0,1,1,1,1,1,1,1,1,199,1895,1348,1246,602,1568,461,3430,1255,1586,349,666,161,3,4881,0,-39
3/19/20,6656,0,1,1,0,0,1,1,1,1,0,1,0,0,1643,1840,803,733,2389,1120,1651,629,1920,1344,1259,1348,904,1,5797,0,109
8/8/19,5624,0,1,0,1,0,0,0,0,1,1,0,0,0,1126,1352,1369,1780,1956,1259,474,1648,1096,2293,1671,1412,1611,3,3829,1,-115
5/6/20,6335,1,1,1,0,0,1,0,1,1,1,1,0,1,1500,1111,737,234,1329,1679,1537,826,144,1933,1386,1648,458,1,3381,0,157
9/15/19,590,1,0,0,1,0,1,1,0,1,1,0,1,1,1537,1284,1753,785,2663,1136,981,1541,1765,2076,1527,515,52,2,6394,1,-77
1/23/20,3216,0,1,1,0,1,1,0,0,1,0,0,1,1,1094,1667,989,908,1484,1248,1420,1335,1924,2075,1808,1789,1549,3,5467,1,53
2/13/20,2694,1,0,1,0,1,0,0,1,0,0,0,0,0,821,751,1518,17,1338,1604,1611,1324,427,2582,1913,1040,1883,2,2384,1,74
1/13/20,6440,0,0,1,1,1,1,1,1,0,1,0,0,0,239,1263,370,1075,426,537,1163,1599,880,1989,1448,1241,1311,3,6460,0,43
2/17/20,4181,0,0,0,1,1,0,1,1,1,0,0,0,0,1207,871,1764,1381,2434,1667,1437,2198,624,884,438,414,666,2,7081,0,78
10/17/19,1516,0,0,1,0,1,0,1,0,1,0,0,1,0,1363,1377,1478,1117,1477,1907,194,1158,637,1433,1798,1244,417,3,1592,0,-45
10/28/19,8945,1,0,0,0,1,1,1,0,1,1,0,0,1,1324,571,1081,8,402,195,1348,3654,403,1638,777,1945,1863,3,2036,0,-34
1/17/20,6448,1,1,0,0,0,0,0,0,0,0,1,1,0,1854,1483,988,1631,1356,1101,27,1666,506,413,331,2,1289,1,3135,0,47
5/10/20,6271,0,0,1,0,0,1,0,1,1,1,0,1,0,1860,297,1466,1824,1932,1136,1935,1660,1197,2722,656,207,1621,1,5028,1,161
6/23/19,7881,1,0,0,1,0,0,0,0,0,0,0,1,1,791,1387,317,411,3053,513,811,3211,1264,874,1171,994,1575,1,2198,0,-161
6/16/19,2903,0,1,1,1,1,0,1,0,1,0,1,0,0,281,838,777,1325,2084,1630,1817,3665,470,1029,11,596,1107,3,6768,1,-168
8/8/19,1757,1,1,1,1,0,0,1,0,1,0,0,1,0,1543,1724,981,720,1411,1072,991,1286,194,556,572,689,1449,2,469,0,-115
11/25/19,8155,1,0,1,0,1,1,1,0,1,1,1,1,1,1881,1756,796,1664,1099,1258,1862,1884,732,2068,1791,102,630,3,2535,1,-6
4/28/20,5107,1,0,1,1,1,1,1,1,0,0,1,1,0,1172,266,1571,881,437,1428,811,1897,1851,1876,1586,1441,1587,2,4142,0,149
3/8/20,9703,1,0,1,0,1,1,1,0,0,1,0,0,0,638,1834,122,1244,596,926,248,2092,332,564,1558,208,298,2,6226,0,98
4/17/20,325,0,0,1,0,1,1,1,1,1,1,1,1,1,1734,1270,1000,822,1769,891,1208,3157,199,1366,1951,963,961,2,1736,0,138
12/1/19,4907,1,1,0,0,1,1,1,1,1,0,0,0,1,645,391,258,1689,2429,1479,1591,1437,1178,1622,1204,627,1439,2,4745,0,0
10/11/19,2377,0,0,0,0,0,0,1,0,1,1,1,1,1,1527,327,838,186,1154,1353,1980,2119,873,2701,1716,435,3,3,2369,1,-51
1/27/20,1874,1,1,0,1,1,1,1,1,0,0,0,0,0,537,1144,1242,1391,670,960,631,2894,180,589,1288,1048,397,2,5949,1,57
8/14/19,1147,1,0,0,0,1,1,0,1,1,0,0,1,0,44,220,1953,857,2765,576,1063,1187,1141,1959,1249,285,1304,3,4087,1,-109
4/8/20,3239,0,1,1,0,0,1,1,1,1,1,0,1,1,163,1399,1604,1676,1866,7,938,1919,720,1465,1192,769,364,3,1126,0,129
11/22/19,1000,0,1,0,0,0,0,0,0,0,1,1,0,1,769,1067,1827,777,2822,156,1332,984,797,1384,375,422,1776,3,6280,0,-9
9/22/19,1120,0,1,1,0,0,1,1,1,0,0,1,0,0,1713,1973,909,259,401,1758,1369,2806,872,398,1509,530,226,3,1499,1,-70
7/29/19,7852,0,1,0,1,1,0,0,1,1,0,0,1,1,1855,564,1928,832,2274,819,1854,1045,390,2456,846,882,255,2,5766,0,-125
11/24/19,8251,0,1,0,1,1,1,0,1,0,0,0,0,1,36,1379,511,1348,1987,1107,277,1164,1362,1566,467,273,1827,2,6109,0,-7
12/22/19,7565,0,1,1,1,1,1,1,0,0,1,0,1,1,1709,223,1529,1340,1396,1771,701,607,56,558,201,1447,984,1,1541,0,21
2/23/20,8657,0,1,0,0,0,1,0,0,1,0,1,1,0,99,348,1600,1620,2467,1342,1339,3071,779,355,1466,910,378,3,4007,1,84
5/25/20,1239,0,0,1,1,1,1,0,0,0,0,0,1,0,1844,1373,1391,382,2511,1018,490,2918,1762,356,603,167,656,1,7277,0,176
2/15/20,9859,0,0,0,0,1,1,0,1,1,0,1,1,1,557,1423,627,962,1031,1329,619,975,565,2002,275,1817,1506,3,6514,1,76
12/1/19,7748,0,1,0,1,0,1,0,1,0,0,1,0,1,1604,1302,1374,709,1691,1099,1979,2247,928,1988,1138,718,647,2,5488,0,0
7/9/19,3007,1,1,0,1,0,1,1,0,0,0,0,0,1,1496,1046,820,809,922,172,938,2592,1353,1156,389,1469,1460,1,534,1,-145
1/24/20,721,1,1,1,1,0,0,1,0,1,1,0,1,1,1605,1505,239,1120,1772,1814,1833,1214,128,1814,687,23,1925,2,4831,0,54
11/4/19,856,1,1,1,0,1,1,0,0,1,1,0,0,0,718,95,803,122,2266,46,668,3654,626,2342,1779,1938,1228,1,2437,1,-27
4/29/20,2673,1,0,1,0,1,1,1,1,1,0,1,0,0,1261,1593,1095,1403,2968,1677,1236,3530,279,701,1541,1351,1056,2,6492,1,150
9/30/19,7241,0,0,0,0,0,0,0,0,0,1,0,0,0,1403,1616,637,1885,615,1370,773,1539,565,960,913,1070,493,3,4370,1,-62
4/28/20,2932,0,0,0,0,1,0,0,0,0,1,1,1,0,515,1303,1088,312,1912,682,1356,3563,1164,1790,925,1063,1233,1,4963,1,149
6/1/19,9666,1,1,1,1,1,1,1,1,0,1,0,1,1,599,510,1148,1863,2858,1480,213,797,937,425,1315,1491,1444,1,6255,0,-183
2/2/20,3936,0,1,0,0,0,1,0,0,1,1,1,1,1,1444,929,527,277,917,988,865,1620,1973,1626,1997,1472,1288,1,1879,1,63
3/26/20,7608,1,1,0,1,1,0,0,0,1,0,1,0,1,772,1304,5,1034,660,828,471,2802,1457,1886,1662,1539,415,2,2157,0,116
10/13/19,3784,1,0,0,0,1,1,0,0,0,1,1,1,0,47,1320,32,449,2104,1484,790,3153,1388,2050,1739,179,1725,3,6034,1,-49
11/27/19,2403,0,1,1,1,0,0,0,1,0,0,0,0,1,95,1753,179,713,2495,1181,1755,2278,658,577,1601,943,1067,2,5147,1,-4
12/17/19,9531,0,0,1,0,1,1,1,1,1,0,0,1,1,145,1489,1865,1667,1374,1479,1263,1474,836,1658,306,1956,1881,2,5539,0,16
1/28/20,8879,0,0,0,1,0,1,0,1,0,1,1,0,0,483,1134,891,1175,1664,172,404,2796,820,1141,950,890,1825,1,1789,1,58
4/30/20,9820,0,0,1,1,1,1,0,0,0,0,1,0,1,1533,183,87,1345,1370,1782,821,1632,289,831,64,620,1870,1,2857,0,151
2/26/20,9011,0,1,1,0,0,1,0,1,1,1,0,1,0,1333,1887,732,195,2483,208,879,1764,731,2116,755,1589,1296,3,5175,0,87
4/9/20,8847,1,1,0,1,1,0,1,0,0,0,1,1,0,1437,880,1127,965,1719,1820,1526,1954,1343,711,1132,518,1311,1,4436,0,130
7/9/19,6433,1,0,0,1,0,0,1,1,0,1,0,0,1,181,124,779,1754,850,188,898,2349,153,956,1286,238,780,3,7089,1,-145
2/24/20,7299,1,1,1,0,1,1,1,1,1,1,0,0,1,822,710,381,1780,1655,893,390,2646,934,2411,1447,467,804,2,1038,0,85
2/24/20,3815,0,0,1,0,0,0,1,0,1,0,0,1,1,898,1735,1284,1001,488,60,1171,809,1028,1953,416,126,390,1,2484,1,85
6/9/19,3299,1,1,1,1,0,1,1,0,0,1,1,0,0,1190,649,1220,1774,2668,1862,1511,1070,1765,770,687,1304,1222,3,5886,0,-175
10/22/19,3679,0,1,1,1,1,0,1,0,1,1,1,0,0,107,1579,1883,1976,2059,1565,1178,2346,1887,2014,529,986,1370,2,1805,0,-40
10/3/19,3826,1,1,0,0,0,1,1,1,0,1,1,0,1,487,1515,188,1565,630,909,35,3285,105,2219,1067,723,585,3,5337,0,-59
1/13/20,2213,0,1,1,1,1,1,1,1,0,1,1,1,0,378,1380,234,803,1371,1559,144,1406,1507,1211,824,941,803,2,5758,0,43
9/18/19,8170,1,1,0,0,0,0,0,1,0,0,1,0,1,1031,839,928,1390,727,283,1800,2860,1142,608,666,362,869,3,3961,1,-74
1/5/20,1852,1,0,1,0,1,1,0,0,0,0,0,0,0,1455,1084,434,1207,675,1684,1418,1142,1319,2283,1204,1618,1055,2,6729,1,35
12/10/19,8393,0,1,1,1,0,1,0,0,0,0,0,0,1,1050,1229,1276,773,1821,148,1287,3060,793,1907,390,1378,1336,1,3340,1,9
6/1/19,2881,0,1,1,1,1,1,0,1,1,0,1,0,1,1599,225,1867,1528,822,538,579,1571,791,1352,137,1762,154,2,3736,0,-183
1/22/20,8814,1,0,1,1,1,0,0,0,0,1,1,0,1,1211,1184,685,1644,2443,330,739,1491,596,2360,617,785,1020,1,1424,0,52
6/27/19,4015,1,0,1,0,1,0,0,0,1,1,1,1,0,526,753,731,1561,2836,427,1852,1836,1093,2558,1024,911,534,1,1320,0,-157
6/16/19,2243,1,1,1,0,0,0,0,0,1,0,0,0,1,123,1483,1364,1761,1106,1859,1704,2341,1935,2233,81,61,448,2,553,0,-168
4/23/20,1678,1,0,1,0,0,0,0,1,1,0,1,0,1,398,1392,1551,168,2836,938,1856,1562,242,2484,1596,1675,1691,3,5208,1,144
11/13/19,9384,1,0,1,1,0,0,0,0,0,1,1,0,0,148,480,718,62,909,1117,1762,1470,1772,1117,411,1710,288,2,2567,1,-18
7/31/19,6053,1,1,1,1,0,0,0,0,0,1,1,1,0,1460,1125,981,929,1112,3,710,2651,346,1327,1780,1946,543,2,3861,1,-123
1/25/20,3808,0,1,0,0,0,0,1,1,1,0,0,0,1,245,9,529,960,3075,699,958,3389,1220,603,812,1844,1220,2,2821,1,55
11/9/19,4955,1,1,1,0,1,1,0,0,0,1,0,1,0,1896,726,1908,954,2022,753,398,970,974,1839,527,748,350,1,2678,0,-22
9/18/19,5368,0,1,1,0,0,0,0,0,1,1,0,0,0,1886,167,162,597,1097,3,85,3224,242,1600,1373,1238,665,2,1923,0,-74
11/23/19,8034,0,0,0,1,0,1,0,1,0,0,1,0,1,622,816,955,1340,1810,1404,1682,2022,1263,765,1919,930,282,1,7139,0,-8
9/3/19,9706,1,0,1,1,1,1,1,0,1,1,0,0,0,1567,784,561,1678,1483,1467,956,2860,1338,1023,1807,486,1695,1,1941,0,-89
2/11/20,7482,0,0,0,1,1,0,0,1,1,1,0,0,1,1475,830,101,1892,686,156,537,866,1564,1156,276,539,1767,2,6214,0,72
2/7/20,5300,1,0,1,0,0,0,0,0,0,0,1,1,1,922,31,638,1571,1244,1594,1020,1704,1488,2290,1486,1805,1694,3,4505,1,68
3/26/20,8855,0,0,1,1,1,0,0,1,0,1,0,0,1,628,1142,372,612,443,387,31,1177,1052,1907,1156,925,562,1,3612,1,116
2/19/20,3194,0,0,0,0,0,0,1,1,0,1,0,0,1,1748,24,938,1576,2668,411,233,1450,1181,1722,1390,1085,1824,1,4603,0,80
6/6/19,8366,1,1,1,0,0,1,0,0,0,1,1,0,1,464,526,1214,1249,2762,372,902,3091,1100,2066,1455,691,999,2,6091,0,-178
10/13/19,643,1,0,0,1,0,0,1,1,1,0,0,1,0,1405,595,1234,978,874,470,1177,1458,1639,2798,1396,1718,1241,1,6919,1,-49
9/21/19,3127,1,0,1,0,0,0,0,0,0,1,1,0,0,376,310,780,704,589,1743,1082,3149,954,564,1019,240,1627,3,1974,1,-71
8/11/19,6260,0,0,0,0,0,0,1,1,1,0,1,0,1,93,592,1974,77,2374,797,439,1025,1181,2450,1794,328,513,1,6117,1,-112
2/18/20,8778,0,0,1,1,1,1,0,1,1,1,0,0,0,1740,456,1762,1149,831,37,1502,3198,231,1491,1563,1453,1490,2,4559,0,79
11/8/19,9926,1,0,0,1,1,1,0,1,1,1,1,0,0,571,1999,538,1955,2289,820,1053,2335,535,2587,1069,636,1745,3,4728,0,-23
1/13/20,4068,1,1,1,1,0,1,1,0,1,1,0,1,1,533,1384,808,1641,1565,1640,348,816,938,525,195,1523,993,1,1970,0,43
10/11/19,2844,0,0,0,1,1,0,1,1,1,0,1,0,0,266,299,1917,434,3047,723,280,1114,1015,911,485,944,488,1,6438,0,-51
5/23/20,3706,1,1,0,0,1,0,1,1,1,0,1,0,0,193,973,1405,745,2728,1707,1163,1703,685,1107,1770,28,751,1,1851,0,174
10/20/19,7235,1,0,1,1,0,0,1,1,1,1,0,0,1,734,29,1068,263,2080,1274,347,2917,242,553,1828,644,582,2,2253,1,-42
7/30/19,4417,0,0,1,1,1,1,0,0,0,0,1,1,1,887,1043,462,373,1372,309,218,3079,467,2452,955,809,1280,2,6250,1,-124
9/7/19,2190,0,0,0,1,1,0,0,1,0,0,1,0,0,647,1795,1705,1851,707,1572,1348,2334,1935,1499,1570,1091,1297,3,7349,0,-85
6/3/19,619,0,1,0,0,0,1,1,0,0,1,0,0,1,1748,1535,28,1286,1279,1970,269,1920,1979,1626,971,1850,730,2,7413,0,-181
9/7/19,6485,1,1,0,0,1,1,1,0,0,1,0,0,1,373,63,1383,1540,1399,493,1840,3410,623,1180,853,1452,1767,2,5869,1,-85
7/13/19,500,1,1,0,0,1,1,1,0,1,0,1,0,1,858,100,769,276,2837,1879,261,3637,1928,762,704,1553,1103,1,2670,1,-141
12/21/19,6376,1,0,1,1,1,1,0,1,1,0,0,0,1,1600,104,502,1443,2649,272,235,2875,623,813,1402,1989,839,2,2776,0,20
4/28/20,3282,1,0,1,1,1,1,1,0,1,0,1,1,1,386,762,1478,1027,1511,766,1491,2866,262,392,1850,477,1926,1,7241,0,149
12/16/19,8268,1,1,0,1,1,0,1,1,0,0,0,0,1,1727,1910,851,1633,882,909,733,2951,47,1749,1246,918,387,3,7393,0,15
4/3/20,9887,0,0,1,0,0,1,1,1,1,0,1,0,1,1012,981,883,1686,1556,387,570,1185,170,1624,116,1015,1406,3,6373,0,124
11/8/19,9026,1,0,0,1,1,1,1,0,1,0,0,1,1,884,259,1726,985,1959,1860,682,3640,942,971,732,417,791,3,5944,0,-23
12/30/19,4844,0,0,1,0,1,1,0,0,1,1,0,0,1,1321,1126,68,375,1274,1158,1316,1009,1653,1026,1831,133,486,3,3606,0,29
3/17/20,4811,0,0,1,0,0,0,0,1,0,1,0,0,1,1885,826,1541,162,935,1348,1135,2192,1503,541,1913,554,713,2,3398,1,107
5/23/20,8069,1,1,0,0,0,1,0,0,0,0,0,1,1,542,1058,88,1966,2177,277,570,784,1329,989,902,696,931,3,946,0,174
11/27/19,4619,1,0,0,0,0,0,0,1,0,0,0,0,0,1565,1957,1318,1265,2270,198,1370,896,183,573,1362,604,215,3,1990,0,-4
12/11/19,4313,0,0,0,1,0,1,0,0,0,1,0,0,0,1085,204,1201,130,1655,365,1693,2521,968,1900,1859,1753,817,3,4576,0,10
8/20/19,3654,0,1,0,0,0,1,1,1,0,1,0,1,1,415,497,1224,1068,1013,458,379,2736,1709,1032,1993,1199,22,2,6000,1,-103
8/13/19,4993,1,1,1,1,1,1,0,1,1,1,0,1,0,276,1334,1164,1893,2313,442,629,1024,1287,2117,78,1876,1000,1,1844,0,-110
2/25/20,4367,0,1,0,0,0,1,1,0,1,0,1,0,0,1396,872,345,1099,815,1211,1306,2002,1943,2483,952,257,76,1,4761,1,86
4/15/20,8728,0,1,1,1,0,0,0,0,0,0,1,0,0,222,1229,408,166,1069,834,1270,1081,1738,2506,1373,1159,240,2,3563,1,136
7/31/19,7211,1,0,1,1,1,0,1,1,1,0,1,0,0,341,1464,640,1555,921,547,542,1520,59,2436,1856,1185,227,1,5629,1,-123
11/17/19,2052,0,0,1,1,0,1,0,0,0,1,0,0,0,921,277,1106,1311,2973,1255,207,2827,318,923,1663,58,507,3,1633,1,-14
2/3/20,3305,0,1,1,0,1,1,0,1,0,0,0,0,0,511,1658,1952,381,1663,460,1731,1728,1804,1916,1901,1714,569,3,1832,1,64
1/1/20,1427,1,1,1,0,1,0,1,1,0,1,1,0,0,1352,293,804,1194,1977,162,737,2358,1241,2784,1223,253,21,2,5440,0,31
4/11/20,6991,1,1,1,0,1,1,0,0,0,0,1,1,0,911,1723,81,697,1481,112,1937,642,730,532,768,285,1567,3,3006,0,132
3/14/20,3949,1,0,1,0,1,1,0,1,0,0,0,0,1,562,1413,1820,490,3093,439,1486,2133,172,510,876,679,1380,3,1762,1,104
11/3/19,1077,0,1,0,1,1,0,1,1,0,1,1,0,1,1869,771,634,1616,2020,1482,1805,2392,537,1496,1067,1832,1739,2,6652,1,-28
6/22/19,1592,0,0,0,1,0,0,1,0,1,0,0,1,1,1273,1575,523,428,1164,1621,1862,2978,1274,852,1262,63,1842,1,4764,1,-162
11/3/19,6394,1,1,0,0,0,1,1,0,0,1,0,1,1,1146,1160,472,590,413,1095,1975,1547,745,2021,880,392,1423,2,1596,1,-28
2/9/20,4988,1,0,0,0,1,1,1,1,1,0,1,1,0,1421,1338,613,1348,2207,1021,73,2248,1315,1392,183,1352,1625,1,3910,0,70
7/6/19,2579,1,0,1,1,1,0,1,0,1,0,1,1,0,551,1416,905,1591,1066,1173,1932,1067,1891,964,690,1504,487,1,2883,0,-148
4/23/20,9830,1,0,0,0,1,1,1,0,0,1,1,0,1,478,742,1938,1506,1913,1088,346,2873,241,2764,247,55,1354,3,2698,0,144
5/20/20,7636,1,0,1,0,1,0,0,0,0,1,1,1,0,1220,519,1020,1588,492,891,888,2137,1448,722,1528,604,1547,3,1108,0,171
4/18/20,5657,0,1,0,1,1,1,1,0,0,0,0,1,0,732,237,455,717,1406,1871,541,3063,1013,1738,1950,98,1743,1,4364,1,139
2/29/20,1936,1,0,1,1,1,1,0,1,0,0,0,1,1,1491,1634,526,813,2545,693,686,1557,110,847,1208,1241,1545,3,1040,0,90
11/21/19,6261,1,1,1,0,1,0,1,0,0,1,0,1,1,784,1,1868,781,3030,1320,1704,1835,151,1092,816,1667,81,3,7170,1,-10
7/19/19,3314,1,1,1,1,0,1,0,1,0,0,0,0,0,1722,1958,192,728,2930,874,954,665,1220,1139,1005,1608,1941,2,3101,0,-135
6/4/19,3990,0,0,1,0,0,0,0,0,1,1,0,0,1,929,71,637,1548,1761,1797,837,3232,1267,2489,65,994,1403,3,4730,0,-180
2/5/20,2185,1,1,1,0,1,1,1,1,0,0,0,0,0,1309,1583,237,311,2449,1482,1615,2404,1489,809,63,1091,323,1,2170,1,66
8/1/19,9042,1,0,0,0,0,1,1,1,0,1,0,1,1,1442,94,88,1643,427,1794,184,2311,335,2417,431,541,1097,2,4692,1,-122
9/3/19,3855,0,0,0,1,1,0,0,0,1,1,0,0,0,102,1726,314,954,2352,418,530,3470,1978,1123,1588,1619,447,3,5122,1,-89
7/6/19,6216,0,1,1,1,0,1,0,0,0,0,1,0,0,1922,350,554,1355,525,736,1045,2263,1966,1159,1650,1501,96,2,239,0,-148
5/3/20,9627,1,0,0,0,0,0,1,1,0,1,1,1,1,747,1332,1725,1936,2359,773,664,2162,1177,1397,1233,1557,638,3,5428,0,154
5/11/20,6668,0,0,1,0,1,0,1,1,0,1,1,0,0,300,353,1718,1539,1123,1123,1770,1943,454,443,332,338,1341,1,3693,0,162
2/15/20,8211,0,0,1,0,0,0,0,1,0,0,0,0,1,1888,674,1555,651,805,103,925,3636,707,549,831,231,587,2,6391,1,76
8/18/19,8422,1,1,1,0,0,0,0,1,1,1,0,1,0,372,1396,1538,1629,2383,1488,1301,3543,852,2274,554,712,1340,2,2898,1,-105
9/27/19,4152,0,1,0,1,0,1,0,0,1,1,0,1,0,275,665,1156,1033,1759,1126,1529,1200,570,728,184,352,263,3,4290,0,-65
2/20/20,7157,1,0,1,0,0,0,0,0,0,1,1,1,1,1547,503,1512,1862,2024,1347,638,1475,599,1246,1794,732,270,2,5024,0,81
7/24/19,1089,0,0,1,1,0,0,0,0,1,0,1,0,1,675,1878,256,1084,2158,1856,300,3174,1861,2332,1277,917,1127,2,3794,1,-130
1/14/20,5521,0,1,0,0,0,0,1,0,0,0,1,1,1,1568,955,1954,788,1539,1730,226,838,1213,2112,993,1418,1813,3,2480,1,44
2/17/20,1991,1,0,1,1,1,0,0,0,1,0,0,0,1,1772,1777,490,1705,2213,430,761,2057,1459,2569,397,458,204,3,2120,1,78
3/7/20,7489,1,1,0,1,0,1,0,0,0,0,0,1,0,1509,1889,1943,1578,983,502,1013,1763,1176,2498,960,1272,584,3,4354,1,97
5/27/20,5338,1,1,1,1,1,0,1,0,1,0,0,0,0,978,125,1410,1388,1844,1417,189,2841,931,1152,1134,1513,433,3,6435,1,178
11/22/19,4158,1,1,0,1,1,1,1,0,1,0,0,0,1,327,1812,506,650,1061,1277,416,2569,957,464,1500,1166,1572,1,4333,1,-9
6/9/19,5655,0,0,1,0,1,0,0,0,0,1,1,1,0,889,1526,1119,539,1952,944,145,1240,1219,1823,1018,1207,943,1,5512,0,-175
8/2/19,9059,0,0,1,1,1,0,0,0,1,1,1,1,0,1278,163,1846,1158,2641,625,99,1154,933,1298,730,970,1260,3,1511,0,-121
9/22/19,8838,1,0,0,1,1,1,0,0,0,1,0,1,1,376,203,181,1642,3111,1053,733,2195,525,462,1037,1814,1488,2,3154,0,-70
5/19/20,7394,1,1,0,1,0,0,1,1,1,0,1,1,0,45,1767,29,438,2825,1646,267,1177,1960,1384,153,1728,1439,1,1274,0,170
1/17/20,4921,1,1,0,1,1,0,1,0,1,0,0,0,1,1718,1695,724,253,483,1730,281,3013,1098,2065,1184,1841,1163,2,6488,1,47
11/25/19,7916,0,1,0,0,0,1,1,1,0,0,1,0,0,416,961,964,1801,3067,332,688,753,1078,1733,1860,548,1842,1,1125,0,-6
11/29/19,6420,0,1,1,1,0,1,1,0,1,0,0,0,0,14,1369,135,698,585,1415,195,1574,408,635,1235,557,1543,2,25,1,-2
9/12/19,4530,1,0,1,0,0,0,1,1,0,1,1,1,1,1198,1584,482,915,437,961,891,1120,535,1695,1056,1262,1782,2,7329,0,-80
10/9/19,2717,0,0,1,1,1,1,1,1,1,1,1,0,0,1212,731,489,1747,2410,395,1145,3339,1958,1683,1363,1346,608,2,6104,1,-53
12/17/19,5880,0,1,1,0,1,1,0,0,0,1,0,0,0,1587,1221,1632,1247,1250,1192,1939,2777,999,505,227,1282,1656,3,5677,0,16
